Name,Producer,Vintage,Price,DO,Variety,Type,Country,Region,Cost,Supplier,abv,cl
Pago de Santa Cruz,Hermanos Sastre ,2015,88.20,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,29.40,Pedro Jorge Cruz,,75
Pago de Santa Cruz,Hermanos Sastre ,2016,88.20,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,29.40,Pedro Jorge Cruz,,75
PSI,Dominio de Pingus ,2016,94.50,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,31.50,Piñero,,75
Flor de Pingus,Dominio de Pingus ,2014,329.85,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,109.95,El Gusto por el Vino,,75
Pingus,Dominio de Pingus ,2012,"2,985.00",Ribera del Duero,Tinta Fina,Red,España,Castilla y León,995.00,El Gusto por el Vino,,75
Valbuena 5º Año,Vega Sicilia ,2013,288.90,Ribera del Duero,"Tinta Fina, Merlot",Red,España,Castilla y León,96.30,El Gusto por el Vino,,75
Valbuena 5º Año,Vega Sicilia ,2011,260.73,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,86.91,EnoGastronómika,,75
Único ,Vega Sicilia ,2006,705.00,Ribera del Duero,"Tinta Fina, Cabernet Sauvignon",Red,España,Castilla y León,235.00,Media Relations,,75
Único ,Vega Sicilia ,2005,705.00,Ribera del Duero,"Tinta Fina, Cabernet Sauvignon",Red,España,Castilla y León,235.00,,,75
Terrazas de Serapia,Máquina & Tabla ,2015,38.55,VT Castilla y León,Garnacha,Red,España,Castilla y León,12.85,Piñero,,75
El Reventón,Daniel Landi Viticultor ,2016,285.00,VT Castilla y León,Garnacha,Red,España,Castilla y León,95.00,Piñero,,75
Tridente,Tritón ,2015,49.50,VT Castilla y León,Prieto Picudo,Red,España,Castilla y León,16.50,Vinófilos,,75
Tridente,Tritón ,2013,49.50,VT Castilla y León,Prieto Picudo,Red,España,Castilla y León,16.50,Vinófilos,,75
Mauro,Mauro ,,0.00,VT Castilla y León,"Tempranillo, Syrah",Red,España,Castilla y León,,,,75
Ramiro's,Ramiro Wine Cellar ,2009,75.00,VT Castilla y León,Tempranillo,Red,España,Castilla y León,25.00,Media Relations,,75
El Becario,De Haan Altés ,2015,34.68,Sierra de Salamanca,Rufete,Red,España,Castilla y León,11.56,Media Relations,,75
Vizcarra,Vizcarra ,2014,72.75,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,24.25,Vinófilos,,150
Pintia,Bodegas y Viñedos Pintia,2013,269.70,Toro,Tinta de Toro,Red,España,Castilla y León,89.90,El Gusto por el Vino,,150
Villarín,Akilia ,2014,35.40,Bierzo,Mencía,Red,España,Castilla y León,11.80,COALLA LOGISTICA S.L.,12.5,75
Alonso del Yerro,Alonso del Yerro ,2013,47.16,Ribera del Duero,Tinto Fino,Red,España,Castilla y León,15.72,COALLA LOGISTICA S.L.,14.7,75
Paydos,Alonso del Yerro ,2013,72.60,Toro,Tinta de Toro,Red,España,Castilla y León,24.20,EL GUSTO POR EL VINO CANARIAS S.L.,15.0,75
Bosque De Matasnos,Bosque De Matasnos ,2015,56.86,Ribera del Duero,"Tempranillo, Merlot, Malbec",Red,España,Castilla y León,18.95,PIÑERO RODRIGUEZ S.L.,15.0,75
Kaos,Canopy,2010,89.25,VT Castilla y León,Garnacha,Red,España,Castilla y León,29.75,PREMIUM DRINKS S.L.U.,14.5,75
Gago,Telmo Rodríguez ,2014,37.50,Toro,Tinta de Toro,Red,España,Castilla y León,12.50,COALLA LOGISTICA S.L.,14.0,75
Corullón,Descendientes de J. Palacios ,2015,99.00,Bierzo,"Mencía, Palomino, Alicante Bouschet, Gran Negro, Pan y Carne, Negreda",Red,España,Castilla y León,33.00,COALLA LOGISTICA S.L.,14.5,75
Moncerbal,Descendientes de J. Palacios ,2015,336.30,Bierzo,Mencía,Red,España,Castilla y León,112.10,PIÑERO RODRIGUEZ S.L.,14.5,75
Dominio de Es Viñas Viejas de Soria,Dominio de Es ,2015,135.00,Ribera del Duero,"Tinto Fino, Albillo",Red,España,Castilla y León,45.00,COALLA LOGISTICA S.L.,14.5,75
La Diva,Dominio de Es ,2015,705.00,Ribera del Duero,"Tinto Fino, Albillo",Red,España,Castilla y León,235.00,COALLA LOGISTICA S.L.,14.5,75
Flor de Pingus,Dominio de Pingus ,2015,225.00,Ribera del Duero,Tempranillo,Red,España,Castilla y León,75.00,COALLA LOGISTICA S.L.,14.0,75
Dominio del Águila Reserva,Dominio del Águila ,2014,159.33,Ribera del Duero,"Tempranillo, Garnacha, Bobal, Albillo",Red,España,Castilla y León,53.11,PIÑERO RODRIGUEZ S.L.,14.0,75
Finca Villacreces,Finca Villacreces ,2015,39.96,Ribera del Duero,"Tinto Fino, Cabernet Sauvignon, Merlot",Red,España,Castilla y León,13.32,MARCHA S.A.,14.0,75
Terrazas de Serapia,Máquina & Tabla ,2014,36.00,VT Castilla y León,Garnacha,Red,España,Castilla y León,12.00,PIÑERO RODRIGUEZ S.L.,14.5,75
Mauro,Mauro,2015,58.50,Ribera del Duero,"Tinto Fino, Syrah",Red,España,Castilla y León,19.50,COALLA LOGISTICA S.L.,14.5,75
Estaladiña Trousseau de Jura,Mengoba ,2015,98.85,Vino de España,Estaladiña,Red,España,Castilla y León,32.95,JUBA SUAREZ RUFINO,13.5,75
La Vigne de Sancho Martin,Mengoba ,2014,95.55,Bierzo,"Mencía, Alicante Bouschet, Godello",Red,España,Castilla y León,31.85,JUBA SUAREZ RUFINO,14.0,75
QS Quinta Sardonia,Quinta Sardonia ,2007,88.26,VT Castilla y León,"Tinto Fino, Cabernet Sauvignon, Merlot, Syrah, Petit Verdot, Cabernet Franc, Malbec",Red,España,Castilla y León,29.42,MARCHA S.A.,15.0,75
El Malo Tinto,Quinta Milu ,2014,85.86,Ribera del Duero,Tinto Fino,Red,España,Castilla y León,28.62,PREMIUM DRINKS S.L.U.,14.0,75
Almírez,Teso la Monja ,2014,47.70,Toro,Tinta de Toro,Red,España,Castilla y León,15.90,EL GUSTO POR EL VINO CANARIAS S.L.,14.5,75
Victorino,Teso la Monja ,2007,94.05,Toro,Tinta de Toro,Red,España,Castilla y León,31.35,EL GUSTO POR EL VINO CANARIAS S.L.,14.5,75
Único,Vega Sicilia ,1960,645.00,Ribera del Duero,"Tinto Fino, Cabernet Sauvignon, Merlot, Malbec, Albillo",Red,España,Castilla y León,215.00,ENJOY WINE SL,14.0,75
Único,Vega Sicilia ,2003,562.50,Ribera del Duero,"Tinto Fino, Cabernet Sauvignon",Red,España,Castilla y León,187.50,SIDRAL S.L.,13.5,75
Único,Vega Sicilia ,2007,558.00,Ribera del Duero,"Tinto Fino, Cabernet Sauvignon",Red,España,Castilla y León,186.00,LAVINIA ESPAÑA SELECCION SL,14.0,75
Valbuena 5 Año,Vega Sicilia ,1980,180.00,Ribera del Duero,"Tinto Fino, Merlot",Red,España,Castilla y León,60.00,ENJOY WINE SL,14.0,75
Valbuena 5 Año,Vega Sicilia ,2009,229.20,Ribera del Duero,"Tinto Fino, Merlot",Red,España,Castilla y León,76.40,EL GUSTO POR EL VINO CANARIAS S.L.,14.0,75
Valbuena 5 Año,Vega Sicilia ,2011,211.20,Ribera del Duero,"Tinto Fino, Merlot",Red,España,Castilla y León,70.40,EL GUSTO POR EL VINO CANARIAS S.L.,14.0,75
Valbuena 5 Año,Vega Sicilia ,2012,206.85,Ribera del Duero,"Tinto Fino, Merlot",Red,España,Castilla y León,68.95,EL GUSTO POR EL VINO CANARIAS S.L.,14.0,75
Viña Pedrosa Gran Reserva,Viña Pedrosa ,2011,157.11,Ribera del Duero,"Tinto Fino, Cabernet Sauvignon",Red,España,Castilla y León,52.37,COMERCIAL BRERO CANARIAS S.L.,14.5,75
Pingus,Dominio de Pingus ,2010,"1,872.69",Ribera del Duero,Tempranillo,Red,España,Castilla y León,624.23,EL GUSTO POR EL VINO CANARIAS S.L.,14.0,75
Pingus,Dominio de Pingus ,2015,"2,054.07",Ribera del Duero,Tempranillo,Red,España,Castilla y León,684.69,EL GUSTO POR EL VINO CANARIAS S.L.,14.0,75
Tumba del Rey Moro,Comando G ,2014,356.25,VT Castilla y León,Garnacha,Red,España,Castilla y León,118.75,,14.0,150
Pesquera Reserva,Pesquera ,1997,120.00,Ribera del Duero,Tinto Fino,Red,España,Castilla y León,40.00,SIDRAL S.L.,14.0,150
El Barredo,Rodrigo Méndez,2016,87.00,Vino de España,"Mencía, Pinot Noir",Red,España,Castilla y León,29.00,Wine Searcher,13.5,75
Montecastrillo,Finca Torremilanos,2015,11.52,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,3.84,Escolà,13.5,75
Pegaso Granito,Compañía de Vinos Telmo Rodríguez ,2015,81.00,Ribera del Duero,Garnacha,Red,España,Castilla y León,27.00,Wine Searcher,14.5,75
Chano Villar,Bodega y Viñedos Akilia,2012,38.70,Bierzo,Mencía,Red,España,Castilla y León,12.90,Gourmet Hunters,12.5,75
Finca Villacreces,Finca Villacreces,2014,50.40,Ribera del Duero,"Tinta Fina, Cabernet Sauvignon, Merlot",Red,España,Castilla y León,16.80,Vilaviniteca,14.0,75
Aalto,Bodegas y Viñedos Aalto,2015,62.25,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,20.75,Vilaviniteca,14.5,75
Mauro,Bodegas Mauro,2015,61.05,VT Castilla y León,"Tempranillo, Syrah",Red,España,Castilla y León,20.35,Vilaviniteca,14.5,75
Vega Sicilia Único,Vega Sicilia,2005,585.00,Ribera del Duero,"Tinta Fina, Cabernet Sauvignon",Red,España,Castilla y León,195.00,Gourmet Hunters,14.5,75
El Cadastro,Olivier Rivière ,2015,93.00,Arlanza,"Tempranillo, Garnacha",Red,España,Castilla y León,31.00,Wine Searcher,15.0,75
Dominio de Anza Finca El Rapolao ,Dominio de Anza ,2017,92.97,DO Bierzo,"Mencía, Alicante Bouschet, Sousón",Red,España,Castilla y León,30.99,Wine Searcher,13.0,75
El Rapolao Lomas de Valtuille,La Vizcaína-Raúl Pérez,2017,48.96,DO Bierzo,"Mencía, Alicante Bouschet, Sousón",Red,España,Castilla y León,16.32,Wine Searcher,13.5,75
Ultreia Rapolao,Raúl Pérez,2017,140.70,DO Bierzo,"Mencía, Alicante Bouschet",Red,España,Castilla y León,46.90,Wine Searcher,13.5,75
Encinas Mencía,Antoine Graillot & Raúl Pérez,2017,62.70,DO Bierzo,Mencía,Red,España,Castilla y León,20.90,Wine Searcher,13.0,75
Los Arrotos del Pendón,Raúl Pérez,2015,53.70,Tierra de León,Prieto Picudo,Red,España,Castilla y León,17.90,Wine Searcher,14.5,75
El Rapolao Lomas de Valtuille,La Vizcaína-Raúl Pérez,2015,113.40,DO Bierzo,"Mencía, Alicante Bouschet, Sousón",Red,España,Castilla y León,37.80,Wine Searcher,13.5,150
Thalarn,Castell d'Encús ,2014,75.90,Costers del Segre,Syrah,Red,España,Catalunya,25.30,EnoGastronómika,,75
L'Equilibrista,Ca N'Estruc ,2014,40.50,Catalunya,"Garnacha, Syrah, Cariñena",Red,España,Catalunya,13.50,Piñero,,75
L'Equilibrista,Ca N'Estruc ,2013,40.50,Catalunya,"Garnacha, Syrah, Cariñena",Red,España,Catalunya,13.50,Piñero,,75
Clos d'Agón,Clos d'Agon ,2010,142.50,Catalunya,"Cabernet Franc, Syrah, Merlot, Petit Verdot, Cabernet Sauvignon",Red,España,Catalunya,47.50,Piñero,,75
Purgatori,Torres ,,0.00,Costers del Segre,"Cariñena, Garnacha, Syrah",Red,España,Catalunya,,,,75
Senglar,Mas Romeu ,2014,31.05,Empordà,"Samsó, Merlot, Garnacha",Red,España,Catalunya,10.35,Piñero,,75
Terraprima,Can Ràfols dels Caus ,2013,32.85,Penedès,"Cabernet Franc, Garnacha, Syrah",Red,España,Catalunya,10.95,Piñero,,75
Terraprima,Can Ràfols dels Caus ,2012,32.85,Penedès,"Cabernet Franc, Garnacha, Syrah",Red,España,Catalunya,10.95,Piñero,,75
Caus Lubis,Can Ràfols dels Caus ,2003,150.00,Penedès,Merlot,Red,España,Catalunya,50.00,Piñero,,75
11 / X,Celler de Capçanes ,2016,50.07,Montsant,Pinot Noir,Red,España,Catalunya,16.69,Amazonas Encava,,75
Peraj Ha'abib,Celler de Capçanes ,2016,64.05,Montsant,"Garnacha, Cabernet Sauvignon, Samsó",Red,España,Catalunya,21.35,Amazonas Encava,,75
Octonia ,Serra i Barceló ,2011,74.85,Montsant,"Garnacha, Garnacha Peluda, Samsó",Red,España,Catalunya,24.95,Vinófilos,,75
Octonia ,Serra i Barceló ,2010,74.85,Montsant,"Garnacha, Garnacha Peluda, Samsó",Red,España,Catalunya,24.95,Vinófilos,,75
Les Crestes,Mas Doix ,2016,38.70,Priorat,"Garnacha, Cariñena, Syrah",Red,España,Catalunya,12.90,Vinófilos,,75
Les Crestes,Mas Doix ,2017,38.70,Priorat,"Garnacha, Cariñena, Syrah",Red,España,Catalunya,12.90,Vinófilos,,75
Ferrer Bobet Vinyes Velles,Ferrer Bobet ,2015,80.25,Priorat,"Cariñena, Garnacha",Red,España,Catalunya,26.75,EnoGastronómika,,75
Les Terrasses,Álvaro Palacios ,2015,88.50,Priorat,"Garnacha, Samsó, otras",Red,España,Catalunya,29.50,Piñero,,75
Finca Dofí,Álvaro Palacios ,2014,254.85,Priorat,"Garnacha, Samsó",Red,España,Catalunya,84.95,Piñero,,75
L'Ermita,Álvaro Palacios ,1999,795.00,Priorat,"Garnacha, Cabernet Sauvignon, Cariñena",Red,España,Catalunya,265.00,Piñero,,75
Finca Dofí,Álvaro Palacios ,2015,157.26,Priorat,"Garnacha, Cariñena",Red,España,Catalunya,52.42,COALLA LOGISTICA S.L.,14.8,75
l'Ermita,Álvaro Palacios ,2006,"1,152.00",Priorat,"Garnacha, Cabernet Sauvignon",Red,España,Catalunya,384.00,EL GUSTO POR EL VINO CANARIAS S.L.,14.5,75
Acusp,Castell d´Encús ,2015,72.00,Costers del Segre,Pinot Noir,Red,España,Catalunya,24.00,COALLA LOGISTICA S.L.,13.5,75
Thalarn,Castell d´Encús ,2014,70.50,Costers del Segre,Syrah,Red,España,Catalunya,23.50,COALLA LOGISTICA S.L.,13.5,75
Perill Noir Sumoll,Clos Lentiscus ,2010,34.98,Penedès,Sumoll,Red,España,Catalunya,11.66,PREMIUM DRINKS S.L.U.,12.5,75
Ferrer Bobet,Ferrer Bobet ,2013,58.50,Priorat,"Cariñena, Garnacha, Syrah, Cabernet Sauvignon",Red,España,Catalunya,19.50,COALLA LOGISTICA S.L.,14.0,75
Ferrer Bobet,Ferrer Bobet ,2015,60.60,Priorat,"Cariñena, Garnacha, Syrah, Cabernet Sauvignon",Red,España,Catalunya,20.20,COALLA LOGISTICA S.L.,14.0,75
Vinyes Velles,Ferrer Bobet ,2013,75.00,Priorat,"Cariñena, Garnacha",Red,España,Catalunya,25.00,COALLA LOGISTICA S.L.,14.3,75
Altaroses,Joan d'Anguera ,2015,31.64,Montsant,Garnacha,Red,España,Catalunya,10.55,PREMIUM DRINKS S.L.U.,14.0,75
Bugader,Joan D'anguera ,2006,113.70,Montsant,"Syrah, Garnacha",Red,España,Catalunya,37.90,,15.0,75
La Vinya Del Vuit,Clos Mogador,2010,256.23,Priorat,"Cariñena, Garnacha",Red,España,Catalunya,85.41,DISTRIBUIDORA ATLANTICA DE VINOS S.L.,14.5,75
Les Crestes,Mas Doix ,2016,38.55,Priorat,"Garnacha, Cariñena, Syrah",Red,España,Catalunya,12.85,VINOFILOS TENERIFE S.L.U.,14.5,75
Els Escurçons',Mas Martinet ,2015,210.75,Priorat,Garnacha,Red,España,Catalunya,70.25,PIÑERO RODRIGUEZ S.L.,14.5,75
Els Escurçons,Mas Martinet ,2014,221.85,Priorat,Garnacha,Red,España,Catalunya,73.95,,14.5,75
Arketipo,Sota els Àngels ,2014,38.85,Empordà,"Cariñena, Syrah",Red,España,Catalunya,12.95,,13.5,75
Sota els Ángels Tinto,Sota els Ángels,2008,69.00,Empordà,"Cariñena, Cabernet Sauvignon",Red,España,Catalunya,23.00,NATARAJA S.L.,14.2,75
Arbossar,Terroir al Límit ,2014,135.30,Priorat,Cariñena,Red,España,Catalunya,45.10,PREMIUM DRINKS S.L.U.,14.5,75
Gran Coronas Gran Reserva,Torres ,1975,15.00,Penedès,"Cabernet Sauvignon, Tempranillo",Red,España,Catalunya,5.00,SIDRAL S.L.,13.5,75
Grans Muralles,Torres ,1996,27.00,Conca de Barberà,"Cariñena, Garnacha, Monastrell, Querol, Garró",Red,España,Catalunya,9.00,SIDRAL S.L.,14.5,75
Mas La Plana,Torres ,2012,119.70,Penedès,Cabernet Sauvignon,Red,España,Catalunya,39.90,MIGUEL TORRES INTERNACIONAL S.L.U.,14.5,75
Reserva Real,Torres ,1998,313.53,Penedès,"Cabernet Sauvignon, Cabernet Franc, Merlot",Red,España,Catalunya,104.51,MIGUEL TORRES INTERNACIONAL S.L.U.,13.5,75
Vall Llach,Vall Llach ,2000,53.76,Priorat,"Cariñena, Garnacha y Cabernet Sauvignon",Red,España,Catalunya,17.92,EL GUSTO POR EL VINO CANARIAS S.L.,15.5,75
Finca Dofí,Álvaro Palacios ,2015,344.40,Priorat,"Garnacha, Cariñena",Red,España,Catalunya,114.80,COALLA LOGISTICA S.L.,14.5,150
Sus Scrofa,Celler Pardas,2018,39.00,Penedès,Sumoll,Red,España,Catalunya,13.00,Wine Searcher,14.5,75
Repte Sumoll,Masia de la Roqua,2015,54.00,Penedès (Massis del Garraf),Sumoll,Red,España,Catalunya,18.00,Wine Searcher,13.0,75
Les Manyes,Terroir al Límit,2015,525.00,Priorat,Garnacha,Red,España,Catalunya,175.00,Wine Searcher,14.0,75
Venus La Universal,Venus La Universal,2016,105.00,Montsant,"Garnacha, Cariñena, Syrah",Red,España,Catalunya,35.00,Wine Searcher,14.0,75
Nit de Nin Mas d'en Caçador,Familia Nin-Ortiz,2017,225.00,Priorat,"Garnacha, Cariñena",Red,España,Catalunya,75.00,Wine Searcher,15.0,75
Planetes de Nin,Familia Nin-Ortiz,2017,102.00,Priorat,"Garnacha, Cariñena",Red,España,Catalunya,34.00,Wine Searcher,14.5,75
El Petit Carlania,Celler Carlania,2016,15.99,Conca de Barberà,Trepat,Red,España,Catalunya,5.33,Human Vins,12.0,75
Terraprima Negre,Can Ràfols dels Caus,2013,21.00,Penedès (Massis del Garraf),"Cabernet Franc, Garnatxa, Syrah",Red,España,Catalunya,7.00,Escolà,13.5,75
Collbaix Cupatge,Celler el Molí,2011,20.25,Pla de Bages,"Merlot, Ull de Llebre, Cabernet Sauvignon",Red,España,Catalunya,6.75,Uve-i Vins,14.5,75
Somiadors,7 Magnífics,2015,27.12,Empordà,"Carinyena, Garnatxa",Red,España,Catalunya,9.04,Escolà,14.5,75
Pas Curtei,Alemany i Corrió,2014,29.55,Penedès,"Merlot, Cabernet Sauvignon, Carinyena",Red,España,Catalunya,9.85,Vilaviniteca,14.0,75
Perill Noir Sumoll,Clos Lentiscus,2010,28.50,Penedès (Massis del Garraf),Sumoll,Red,España,Catalunya,9.50,Cuvée 3000,12.5,75
Loidana,Marco Abella,2015,26.85,Priorat,"Garnatxa, Carinyena, Cabernet Sauvignon",Red,España,Catalunya,8.95,Wineissocial,14.5,75
Altaroses,Joan d'Anguera,2015,26.70,Montsant,Garnatxa ,Red,España,Catalunya,8.90,Cuvée 3000,14.0,75
Finca l'Argatà,Joan d'Anguera,2017,63.00,Montsant,Garnatxa ,Red,España,Catalunya,21.00,Wine Searcher,14.0,75
Espectacle del Montsant,Espectacle Vins,2014,294.00,Montsant,Garnatxa ,Red,España,Catalunya,98.00,Wine Searcher,14.5,75
Les Comes d'Orto,Orto Vins,2017,48.00,Montsant,"Garnatxa, Samsó, Ull de Llebre",Red,España,Catalunya,16.00,Wine Searcher,14.5,75
Sicus Garrut,Celler Sicus Terrers Mediterranis ,2016,28.80,Sin DO (Bonastre),Garrut,Red,España,Catalunya,9.60,Vilaviniteca,13.5,75
Camins del Priorat,Bodega Álvaro Palacios,2016,35.70,Priorat,"Garnatxa, Carinyena, Cabernet Sauvignon, Syrah, Merlot",Red,España,Catalunya,11.90,Vilaviniteca,14.5,75
Passió,Còsmic Vinyaters,2016,40.05,Empordà,"Marselan, Carinyena",Red,España,Catalunya,13.35,Vilaviniteca,12.0,75
Encarinyades,Còsmic Vinyaters,2019,57.00,Empordà,"Carinyena Blanca, Carinyena Negra, Carinyena Gris",Red,España,Catalunya,19.00,Wine Searcher,12.0,75
Thalarn,Castell d'Encús,2014,69.90,Costers del Segre,Syrah,Red,España,Catalunya,23.30,Barcelonavinos,13.0,75
Quest,Castell d'Encús,2016,96.00,Costers del Segre,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot",Red,España,Catalunya,32.00,Wine Searcher,14.0,75
Com Tu,Clos Mogador,2015,69.00,Montsant,Garnatxa,Red,España,Catalunya,23.00,Uve-i Vins,14.5,75
Clos Mogador,Clos Mogador,2014,231.00,Priorat,"Garnatxa, Carinyena, Syrah, Cabernet Sauvignon",Red,España,Catalunya,77.00,Wine Searcher,15.0,75
Selecció Especial Vinyes Velles,Ferrer Bobet,2013,117.00,Priorat,Carinyena ,Red,España,Catalunya,39.00,Barcelonavinos,15.0,75
Mas La Plana,Torres,2012,147.27,Penedès,Cabernet Sauvignon,Red,España,Catalunya,49.09,Escolà,14.5,75
Clos Martinet,Mas Martinet,2014,146.70,Priorat,"Garnatxa, Syrah, Carinyena, Merlot, Cabernet Sauvignon",Red,España,Catalunya,48.90,Calidoscopi,14.5,75
Martinet Bru,Mas Martinet,2017,66.00,Priorat,"Garnatxa, Syrah",Red,España,Catalunya,22.00,Wine Searcher,14.5,75
Terroir Sense Fronteres Negre de Montsant,Terroir Sense Fronteres,2018,63.00,Montsant,"Garnacha, Cariñena",Red,España,Catalunya,21.00,Wine Searcher,13.0,75
Vèrtebra,Terroir Sense Fronteres,2017,90.00,Montsant,Garnacha,Red,España,Catalunya,30.00,Wine Searcher,13.0,75
Les Aubaguetes,Álvaro Palacios ,2015,819.00,Priorat,"Garnacha, Cariñena, Garnacha Blanca, Macabeo",Red,España,Catalunya,273.00,Wine Searcher,14.5,75
Sicus Sumoi,Celler Sicus Terrers Mediterranis ,2015,35.07,Sin DO (Bonastre),Garrut,Red,España,Catalunya,11.69,Wine Searcher,12.5,75
Els Jelipins,Glòria Garriga-Els Jelipins,2014,207.00,Sin DO,"Sumoll, Garnatxa",Red,España,Catalunya-Font-rubí,69.00,Wine Searcher,14.0,75
Huno Blend,Pago Los Balancines ,2014,32.40,Ribera del Guadiana,"Garnacha Tintorera, Graciano, Tempranillo, Cabernet Sauvignon, Syrah",Red,España,Extremadura,10.80,Vinófilos,,75
Habla Nº15,Habla ,2014,65.70,VT Extremadura,Tempranillo,Red,España,Extremadura,21.90,El Gusto por el Vino,,75
Lousas Parcela Seoane,Envínate ,2017,45.00,Ribeira Sacra,"Mencía, Merenzao, Alicante Bouschet",Red,España,Galicia,15.00,Buena Uva,13.5,75
Peza do Rei Mencía,Adega Cachín ,2015,24.00,Ribeira Sacra,Mencía,Red,España,Galicia,8.00,Piñero,,75
Lalama,Dominio do Bibei ,2014,47.25,Ribeira Sacra,"Mencía, Brancellao, Mouratón, Sousón, Garnacha Tintorera",Red,España,Galicia,15.75,Piñero,,75
Lalama,Dominio do Bibei ,2014,44.70,Ribeira Sacra,"Mencía, Brancellao, Mouratón, Sousón, Garnacha Tintorera",Red,España,Galicia,14.90,El Gusto por el Vino,,75
Lousas Parcela Seoane,Envínate ,2015,45.00,Ribeira Sacra,"Mencía, Merenzao, Alicante Bouschet",Red,España,Galicia,15.00,Premium Drinks,13.0,75
Lousas Parcela Seoane,Envínate ,2017,45.00,Ribeira Sacra,"Mencía, Merenzao, Alicante Bouschet",Red,España,Galicia,15.00,Premium Drinks,13.0,75
Xabre,Fento Wines,2015,28.50,Ribeira Sacra,"Mencía, Sousón, Mouratón, Garnacha",Red,España,Galicia,9.50,Vinófilos,,75
Risco Merenzao,Algueira ,2015,83.70,Ribeira Sacra,Merenzao,Red,España,Galicia,27.90,COALLA LOGISTICA S.L.,13.0,75
Attis Espadeiro,Attis ,2014,56.73,Rías Baixas,Espadeiro,Red,España,Galicia,18.91,EL GUSTO POR EL VINO CANARIAS S.L.,12.0,75
Attis Sousón,Attis ,2014,75.54,Rías Baixas,Sousón,Red,España,Galicia,25.18,EL GUSTO POR EL VINO CANARIAS S.L.,12.5,75
Avanthia Mencía,Avanthia ,2008,158.01,Valdeorras,Mencía,Red,España,Galicia,52.67,COMERCIAL BRERO CANARIAS S.L.,14.0,75
Bastión de la Luna,Forjas del Salnés ,2012,42.18,Rías Baixas,"Caíño Tinto, Loureira, Espadeiro",Red,España,Galicia,14.06,,12.0,75
Lousas Parcela Camiño Novo,Envínate ,2016,43.03,Ribeira Sacra,"Mencía, Alicante Bouschet",Red,España,Galicia,14.34,PREMIUM DRINKS S.L.U.,13.0,75
Lousas Parcela Seoane,Envínate ,2018,44.58,Ribeira Sacra,"Mencía, Merenzao, Alicante Bouschet",Red,España,Galicia,14.86,PREMIUM DRINKS S.L.U.,13.5,75
Lousas Viñas de Aldea,Envínate ,2016,29.70,Ribeira Sacra,"Mencía, Merenzao, Brancellao, Caíño, Sousón, Mouratón, Alicante, Godello, Palomino, otras",Red,España,Galicia,9.90,PREMIUM DRINKS S.L.U.,13.0,75
Bastarda,Fedellos Do Couto ,2015,71.64,Ribeira Sacra,Merenzao,Red,España,Galicia,23.88,TRASEGAR VINOS S.L.U.,12.0,75
Lomba Dos Ares,Fedellos Do Couto,2016,46.89,Ribeira Sacra,"Mencía, Mouratón, Merenzao, Garnacha, Tintorera, Caíño Tinto",Red,España,Galicia,15.63,TRASEGAR VINOS S.L.U.,12.5,75
