Name,Producer,Vintage,Price,DO,Variety,Type,Country,Region,Cost,Supplier,abv,cl
Palo Cortado Península,Lustau,NV,42.00,Jerez,Palomino Fino,Fortified,España,Andalucía,14.00,Calidoscopi,19.0,75
Gamberrillo Mistela Negra,Pagos de Híbera ,2015,68.26,Terra Alta,Garnacha,Fortified,España,Catalunya,22.75,PIÑERO RODRIGUEZ S.L.,15.5,50
Airam,Espelt Viticultors,NV,29.85,Empordà,"Lledoner Negre, Lledoner Roig ",Fortified,España,Catalunya,9.95,Vilaviniteca,15.0,50
Mistela Gamberrillo Negre,Bodega Pagos de Híbera,2014,51.60,Terra Alta,Carinyena,Fortified,España,Catalunya,17.20,Vilaviniteca,15.5,50
El Sequé Dulce,El Sequé ,2015,45.75,Alicante,Monastrell,Fortified,España,Valencia,15.25,Vinófilos,18.5,37
El Sequé Dulce,El Sequé ,2016,45.75,Alicante,Monastrell,Fortified,España,Valencia,15.25,Vinófilos,18.5,37
Marsala Superiore Riserva 5 Anni,Caruso & Minini ,NV,37.50,Marsala,"Grillo, Catarrato",Fortified,Italia,Sicilia,12.50,Wineissocial,18.0,50
Niepoort Tawny 10 Years Old,Niepoort,NV,89.85,Oporto,"Touriga Nacional, Touriga Franca, Tinto Cão, Tinta Francisca, Tinta Amarela, Sousão, Tinta Roriz",Fortified,Portugal,Douro,29.95,Piñero,20.0,75
Niepoort Tawny 20 Years Old,Niepoort,NV,161.25,Oporto,"Touriga Nacional, Touriga Franca, Tinto Cão, Tinta Francisca, Tinta Amarela, Sousão, Tinta Roriz",Fortified,Portugal,Douro,53.75,Piñero,20.0,75
Quinta do Noval Nacional Vintage Port,Quinta do Noval,2004,"1,821.00",Oporto,"Touriga Nacional, Tinta Cão, Touriga Francesca, Tinta Roriz, Sousão",Fortified,Portugal,Douro,607.00,Wine Searcher,19.5,75
Quinta do Infantado Tawny 10 Years,Quinta do Infantado,NV,38.85,Oporto,"Tinta Roriz, Touriga Franca, Touriga Nacional",Fortified,Portugal,Douro,12.95,JUBA SUAREZ RUFINO,19.5,38
Quinta do Infantado LBV,Quinta do Infantado,2012,32.85,Oporto,"Tinta Roriz, Touriga Franca, Touriga Nacional",Fortified,Portugal,Douro,10.95,JUBA SUAREZ RUFINO,19.5,38
Quinta do Infantado Vintage,Quinta do Infantado,2007,65.85,Oporto,"Tinta Roriz, Touriga Franca, Touriga Nacional",Fortified,Portugal,Douro,21.95,JUBA SUAREZ RUFINO,19.5,38
Quinta do Infantado Vintage,Quinta do Infantado,2011,62.85,Oporto,"Tinta Roriz, Touriga Franca, Touriga Nacional",Fortified,Portugal,Douro,20.95,JUBA SUAREZ RUFINO,19.5,38
Niepoort LBV,Niepoort ,2013,47.04,Oporto,"Touriga Nacional, Touriga Franca, Tinto Cão, Tinta Francisca, Tinta Amarela",Fortified,Portugal,Douro,15.68,PIÑERO RODRIGUEZ S.L.,20.0,75
Quinta do Infantado Tawny 10 years,Quinta do Infantado,NV,65.85,Oporto,"Tinta Roriz, Touriga Franca, Touriga Nacional",Fortified,Portugal,Douro,21.95,JUBA SUAREZ RUFINO,19.5,75
Quinta do Infantado LBV,Quinta do Infantado,2012,50.85,Oporto,"Tinta Roriz, Touriga Franca, Touriga Nacional",Fortified,Portugal,Douro,16.95,JUBA SUAREZ RUFINO,19.5,75
Niepoort LBV,Niepoort ,2012,36.45,Oporto,"Touriga Nacional, Touriga Franca, Tinto Cão, Tinta Francisca, Tinta Amarela",Fortified,Portugal,Douro,12.15,Vilaviniteca,20.0,75
Barbeito Boal Reserve 5 Years Old,Barbeito,NV,19.50,Madeira,Boal,Fortified,Portugal,Madeira,6.50,Buena Uva,19.0,50
Barbeito Boal Reserve 5 Years Old,Barbeito,NV,19.50,Madeira,Boal,Fortified,Portugal,Madeira,6.50,Premium Drinks,19.0,50
Barbeito Malvasía 5 Reserve Years Old,Barbeito,NV,19.50,Madeira,Malvasía,Fortified,Portugal,Madeira,6.50,Premium Drinks,19.0,50
Barbeito Malvasía 5 Reserve Years Old,Barbeito,NV,31.50,Madeira,Malvasía,Fortified,Portugal,Madeira,10.50,Piñero,19.0,50
Boal Reserva Velha 10 Años ,Barbeito ,NV,80.85,Madeira,Boal,Fortified,Portugal,Madeira,26.95,JUBA SUAREZ RUFINO,19.2,75
Rainwater Reserve 5 Year Old,Barbeito ,NV,35.85,Madeira,"Tinta Negra, Verdelho",Fortified,Portugal,Madeira,11.95,JUBA SUAREZ RUFINO,18.1,75
Marismilla,Luis Pérez ,2016,20.25,VT Cádiz,Tintilla de Rota,Rose,España,Andalucía,6.75,COALLA LOGISTICA S.L.,13.5,75
Las Cañadas,Bodegas y Viñedos Ponce,2016,14.70,Manchuela,Bobal,Rose,España,Castilla La Mancha,4.90,Barcelonavinos,12.5,75
Le Rosé de Antídoto,Bertrand Sourdais ,2017,117.90,Ribera del Duero,"Tinto Fino, Albillo",Rose,España,Castilla y León,39.30,Vinófilos,13.5,75
Le Rosé de Antídoto,Bertrand Sourdais ,2016,94.50,Ribera del Duero,"Tinto Fino, Albillo",Rose,España,Castilla y León,31.50,VINOFILOS TENERIFE S.L.U.,13.5,75
Pícaro del Águila Clarete,Dominio del Águila,2015,47.70,Ribera del Duero,"Tempranillo, Blanca del país, Garnacha, Bobal, Tempranillo Gris",Rose,España,Castilla y León,15.90,Vilaviniteca,13.0,75
Can Sumoi La Rosa Vi Natural d'Alçada,Can Sumoi ,2017,24.75,Penedès,"Sumoll, Parellada, Xarel·lo",Rose,España,Catalunya,8.25,Vinófilos,11.0,75
Dido La Solució Rosa,Venus La Universal,2017,54.00,Montsant,"Garnacha, Macabeo, Cariñena, Garnacha Blanca, Garnacha Gris",Rose,España,Catalunya,18.00,Wine Searcher,14.5,75
Beier els Bardissots,Els Bardissots,2016,38.70,Sin DO (Cardedeu),Beier,Rose,España,Catalunya,12.90,Cuvée 3000,12.0,75
Pink Flow,Sota els Àngels,2016,22.50,Empordà,"Carinyena, Merlot, Syrah",Rose,España,Catalunya,7.50,Gourmet Hunters,13.0,75
El Plantarga,Celler Carlania,2016,22.95,Conca de Barberà,Trepat,Rose,España,Catalunya,7.65,Human Vins,11.5,75
La Floridita,Suertes del Marqués,2018,30.00,Valle de la Orotava,Listán Negro,Rose,España,Islas Canarias,10.00,Buena Uva,12.5,75
El Grifo Rosado de Lágrima,El Grifo ,2017,29.85,Lanzarote,Listán Negro,Rose,España,Islas Canarias,9.95,Piñero,12.0,75
Sonrojo,La Calandria,2018,16.50,Navarra,Garnacha,Rose,España,Navarra,5.50,Buena Uva,13.0,75
Sonrojo,La Calandria,2016,16.20,Navarra,Garnacha,Rose,España,Navarra,5.40,Vilaviniteca,13.0,75
La Rosé Du Clos Bourgogne,Domaine des Lambrays ,2017,81.00,Bourgogne Rosé-Clairet,Pinot Noir,Rose,Francia,Bourgogne,27.00,ENJOY WINE SL,13.0,75
Domaine de l'Horizon Rosé,Domaine de l'Horizon ,2016,84.00,IGP Côtes Catalanes,Grenache Noir,Rose,Francia,Languedoc Roussillon,28.00,Wine Searcher,13.0,75
Rosé d'un Jour,Mark Angeli-La Ferme de la Sansonnière,2018,68.07,Vin de France,Grolleau Gris,Rose,Francia,Loire-Anjou-Saumur,22.69,Wine Searcher,11.0,75
Miraval Rosé,Miraval ,2016,42.00,Côtes de Provence,"Cinsault, Grenache, Syrah, Rolle",Rose,Francia,Provence,14.00,Buena Uva,13.0,75
Miraval Rosé,Miraval ,2016,42.00,Côtes de Provence,"Cinsault, Grenache, Syrah, Rolle",Rose,Francia,Provence,14.00,Premium Drinks,13.0,75
Les Pins Couchés Rosé,Jean-Luc Colombo ,2017,32.70,IGP Méditerranée,"Syrah, Cinsault, Mourvèdre",Rose,Francia,Provence,10.90,Vinófilos,12.5,75
Domaine d'Eole Rosé,Domaine d'Eole,2016,36.75,Côteaux d'Aix en Provence,"Grenache, Cinsault, Syrah, Counoise, Rolle, Grenache Blanc, Mourvèdre",Rose,Francia,Provence,12.25,PIÑERO RODRIGUEZ S.L.,13.0,75
Domaine d'Eole Rosé,Domaine d'Eole,2016,35.85,Côteaux d'Aix en Provence,"Grenache, Cinsault, Syrah, Counoise, Rolle, Grenache Blanc, Mourvèdre",Rose,Francia,Provence,11.95,JUBA SUAREZ RUFINO,13.0,75
Château de Pibarnon Rosé,Chàteau de Pibarnon ,2014,56.25,Bandol ,"Mourvèdre, Cinsault",Rose,Francia,Provence,18.75,PREMIUM DRINKS S.L.U.,13.5,75
Château Simone Rosé,Château Simone ,2016,81.84,Palette,"Grenache, Mourvèdre, Syrah, Cinsault, Castet, Manosquin, Carignan, Muscat Noir & Blanc",Rose,Francia,Provence,27.28,ENJOY WINE SL,13.5,75
Domaine d'Eole,Domaine d'Eole,2016,25.95,Côteaux d'Aix en Provence,"Grenache, Cinsault, Syrah, Counoise, Rolle, Grenache Blanc, Mourvèdre",Rose,Francia,Provence,8.65,Vilaviniteca,13.0,75
Château de Pibarnon,Château de Pibarnon,2016,56.40,Bandol ,"Mourvèdre, Cinsault",Rose,Francia,Provence,18.80,Cuvée 3000,13.5,75
Susucaru Rosato,Frank Cornelissen,2018,96.00,IGT Terre Siciliane,"Nerello Mascalese, Catarratto, Moscatel, Malvasia",Rose,Italia,Sicilia,32.00,Wine Searcher,11.5,75
Le Rose de Manincor,Manincor ,2018,47.70,IGT Vigneti delle Dolomiti ,"Lagrein, Merlot, Cabernet, Pinot Nero, Petit Verdot, Tempranillo, Syrah",Rose,Italia,Trentino-Alto Adige,15.90,IMPORTACIONES Y EXPORTACIONES DE VINO ENOTRIA S.L.,13.5,75
Tenuta Greppo Rosato di Toscana,Biondi Santi ,2009,96.00,IGT Rosato di Toscana,Sangiovese,Rose,Italia,Tuscany,32.00,TROPICAL TURISTICA CANARIA SL,13.5,75
Tramari Rose di Primitivo Salento,San Marzano,2019,27.00,IGT Salento,Primitivo,Rose,Italia,Puglia,9.00,TROPICAL TURISTICA CANARIA SL,13.0,75
Casa Chiaretto Classico,Casa,2018,21.00,Veneto,"Corvina, Rondinella, Molinara",Rose,Italia,Veneto,7.00,TROPICAL TURISTICA CANARIA SL,,75
J.J. Adeneuer Walporzheimer Gärkammer Spätburgunder GG,J.J. Adeneuer,2014,159.00,Walporzheim,Spätburgunder,Red,Alemania,Ahr,53.00,Wine Searcher,13.5,75
Ökonomierat Rebholz Im Sonnenschein Spätburgunder R GG,Ökonomierat Rebholz,2008,147.00,Siebeldingen,Spätburgunder,Red,Alemania,Pfalz,49.00,Wine Searcher,13.0,75
August Kesseler Assmannshaüser Höllenberg Spätburgunder Grosses Gewachs,August Kesseler,2015,306.00,Assmannshausen,Spätburgunder,Red,Alemania,Rheingau,102.00,Wine Searcher,14.0,75
Weingut Keller Dalsheimer Bürgel Spätburgunder GG,Weingut Keller,2013,297.00,Rheinhessen,Spätburgunder,Red,Alemania,Rheinhessen-Dalsheim,99.00,Wine Searcher,12.8,75
Los Oscuros,Zuccardi,2017,53.55,Valle de Uco-Mendoza,Bonarda,Red,Argentina,Mendoza,17.85,Buena Uva,13.0,75
Alta Vista Premium Malbec,Alta Vista ,2016,38.85,Mendoza,Malbec,Red,Argentina,Mendoza,12.95,Piñero,13.5,75
Achaval Ferrer Malbec,Achaval Ferrer ,2014,46.20,Mendoza,Malbec,Red,Argentina,Mendoza,15.40,VINOFILOS TENERIFE S.L.U.,14.5,75
El Enemigo Cabernet Franc,Aleanna ,2012,59.58,Gualtallary-Tupungato,"Cabernet Franc, Malbec",Red,Argentina,Mendoza,19.86,EL GUSTO POR EL VINO CANARIAS S.L.,13.5,75
Vía Revolucionaria Bonarda Pura,Passionate Wine,2018,42.00,Tupungato,Bonarda,Red,Argentina,Mendoza,14.00,Wine Searcher,11.8,75
Demente,Passionate Wine,2015,63.00,Tupungato,"Malbec, Cabernet Franc",Red,Argentina,Mendoza,21.00,Wine Searcher,13.9,75
Colonia Las Liebres Bonarda Clásica,Colonia Las Liebres-Altos Las Hormigas,2015,22.74,Luján de Cuyo,Bonarda,Red,Argentina,Mendoza,7.58,MonvinicStore,13.0,75
Zorzal Eggo Tinto de Tiza,Zorzal-Juan Pablo Michelini,2017,60.00,Tupungato,Malbec,Red,Argentina,Mendoza,20.00,Wine Searcher,13.5,75
Finca Altamira,Achaval Ferrer ,2014,231.00,Valle de Uco,Malbec,Red,Argentina,Mendoza,77.00,Wine Searcher,13.7,75
Gran Enemigo Gualtallary Single Vineyard,Aleanna ,2014,249.00,Gualtallary-Tupungato,"Cabernet Franc, Malbec",Red,Argentina,Mendoza,83.00,Wine Searcher,13.9,75
Aniello 006 Pinot Noir,Aniello,2015,45.00,Río Negro,Pinot Noir,Red,Argentina,Patagonia,15.00,Wine Searcher,14.0,75
Aniello Trousseau,Aniello,2015,120.00,Río Negro,Trousseau,Red,Argentina,Patagonia,40.00,Wine Searcher,13.5,75
Grange Bin 95,Penfolds ,2005,"1,080.00",Australia,"Shiraz, Cabernet Sauvignon",Red,Australia,Australia,360.00,EL GUSTO POR EL VINO CANARIAS S.L.,14.5,75
Grange Bin 95,Penfolds ,2008,"1,536.00",Australia,"Shiraz, Cabernet Sauvignon",Red,Australia,Australia,512.00,Wine Searcher,14.5,75
Old Vines Shiraz,Harkham Wine ,2011,81.12,Hunter Valley,Shiraz,Red,Australia,New South Wales,27.04,TROPICAL TURISTICA CANARIA SL,14.0,75
Kilikanoon Killerman's Run Shiraz,Kilikanoon ,2011,59.40,Clare Valley,Shiraz,Red,Australia,South Australia,19.80,Vinófilos,15.0,75
Kilikanoon Prodigal Grenache ,Kilikanoon ,2006,60.00,Clare Valley,Grenache,Red,Australia,South Australia,20.00,Wine Searcher,15.0,75
The Fugazi Vineyard Grenache,Ochota Barrels ,2016,132.00,South Australia,Grenache,Red,Australia,South Australia,44.00,Wine Searcher,13.0,75
Sucette Grenache,An Approach to Relaxation,2016,144.00,Vine Vale-Barossa Valley,Grenache,Red,Australia,South Australia,48.00,Wine Searcher,14.5,75
The Factor Shiraz,Torbreck Vintners,2017,261.00,Barossa Valley-Barossa,Shiraz,Red,Australia,South Australia,87.00,Wine Searcher,15.0,75
Chris Ringland Dry Grown Shiraz,Chris Ringland,2009,"1,911.00",Barossa Valley-Barossa,Shiraz,Red,Australia,South Australia,637.00,Wine Searcher,15.9,75
Mount Edelstone Shiraz,Henschke,2015,393.00,Eden Valley-Barossa,Shiraz,Red,Australia,South Australia,131.00,Wine Searcher,14.5,75
John Riddoch Cabernet Sauvignon,Wynns Coonawarra Estate ,2005,261.00,Coonawarra-Limestone Coast,Cabernet Sauvignon,Red,Australia,South Australia,87.00,Wine Searcher,13.4,75
The Dead Arm Shiraz,d'Arenberg ,2016,138.00,McLaren Vale-Fleurieu,Shiraz,Red,Australia,South Australia,46.00,Wine Searcher,14.5,75
Mount Mary Quintet,Mount Mary Vineyard,2015,264.00,Yarra Valley,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot, Malbec",Red,Australia,Victoria,88.00,Wine Searcher,13.5,75
Bass Phillip Estate Pinot Noir,Bass Phillip,2016,147.00,Gippsland,Pinot Noir,Red,Australia,Victoria,49.00,Wine Searcher,12.8,75
Pittnauer Altenberg Reserve,Gerhard and Brigitte Pittnauer,2009,60.00,Burgenland,Merlot,Red,Austria,Burgenland,20.00,LAVINIA ESPAÑA SELECCION SL,14.0,75
Viñedo Silvestre Carignan Reserva,Villalobos ,2013,151.80,Lolol,Carignan,Red,Chile,Colchagua Valley,50.60,PIÑERO RODRIGUEZ S.L.,12.0,75
Montsecano Pinot Noir,Montsecano,2012,72.60,Valle de Casablanca-Las Dichas,Pinot Noir,Red,Chile,Valle de Casablanca,24.20,MonvinicStore,14.0,75
Casillero del Diablo Reserva Privada,Concha y Toro ,2015,31.35,Valle del Maipo,Cabernet Sauvignon,Red,Chile,,10.45,Amazonas Encava,,75
Manso de Velasco,Miguel Torres Chile ,2011,0.00,Valle de Curicó,Cabernet Sauvignon,Red,Chile,,,,,75
Manso de Velasco,Miguel Torres Chile ,2010,0.00,Valle de Curicó,Cabernet Sauvignon,Red,Chile,,,,,75
Botani,Jorge Ordóñez ,2016,28.50,Sierras de Málaga,Garnacha,Red,España,Andalucía,9.50,Vinófilos,,75
Taberner,Huerta de Albalá ,2014,55.50,VT Cádiz,Syrah,Red,España,Andalucía,18.50,Piñero,,75
Taberner,Huerta de Albalá ,2013,55.50,VT Cádiz,Syrah,Red,España,Andalucía,18.50,Piñero,,75
Veratón,Alto Moncayo ,2015,40.50,Campo de Borja,Garnacha,Red,España,Aragón,13.50,Vinófilos,,75
Alto Moncayo,Alto Moncayo ,2013,72.45,Campo de Borja,Garnacha,Red,España,Aragón,24.15,Vinófilos,,75
Alquez,Sommos ,2015,25.50,Calatayud,Garnacha,Red,España,Aragón,8.50,Piñero,,75
Atteca,Ateca ,2015,28.50,Calatayud,Garnacha,Red,España,Aragón,9.50,Vinófilos,,75
Sommos Colección Merlot,Sommos ,2014,44.70,Somontano,Merlot,Red,España,Aragón,14.90,Piñero,,75
Sommos Colección Merlot,Sommos ,2010,44.70,Somontano,Merlot,Red,España,Aragón,14.90,Piñero,,75
Botijo Rojo,Frontonio ,2015,26.85,VT Valdejalón,Garnacha,Red,España,Aragón,8.95,Piñero,14.0,75
Godina,Bodegas Morca,2016,38.85,Campo de Borja,Garnacha,Red,España,Aragón,12.95,Vinófilos,,75
Atteca,Ateca ,2013,30.30,Calatayud,Garnacha,Red,España,Aragón,10.10,COMERCIAL BRERO CANARIAS S.L.,15.0,75
Guelbenzu,Guelbenzu ,2002,38.07,VT Ribera del Queiles,"Cabernet Sauvignon, Merlot, Tempranilo",Red,España,Aragón,12.69,TROPICAL TURISTICA CANARIA SL,14.5,150
Baltasar Gracián Viñas Viejas El Héroe,Bodegas San Alejandro,2015,15.69,Calatayud,Garnacha,Red,España,Aragón,5.23,Escolà,15.0,75
Urogallo La Zorrina,Dominio del Urogallo ,2013,77.10,Cangas de Narcea,"Carrasquín, variedades autóctonas",Red,España,Asturias,25.70,Premium Drinks,,75
Cobero Tinto,Goyo García Viadero ,2013,66.00,VT Liébana,"Mencía, Palomino",Red,España,Cantabria,22.00,,13.5,75
Las Uvas de la Ira Vino de Pueblo,Daniel Gómez Jiménez-Landi Viticultor ,2014,53.25,Méntrida,Garnacha,Red,España,Castilla La Mancha,17.75,Piñero,14.5,75
Finca Caiz Carrizal,Dehesa del Carrizal ,2014,44.40,VT Castilla,Petit Verdot,Red,España,Castilla La Mancha,14.80,Vinos con Alma,,75
Finca Sandoval,Finca Sandoval,2010,57.90,Manchuela,"Syrah, Monastrell, Bobal",Red,España,Castilla La Mancha,19.30,Vinófilos,,75
Finca Sandoval Cuvée TNS,Finca Sandoval,2008,0.00,Manchuela,"Touriga Nacional, Syrah",Red,España,Castilla La Mancha,,,,75
Adaras,Bodegas Almanseñas ,2005,53.40,Almansa,Garnacha Tintorera,Red,España,Castilla La Mancha,17.80,EL GUSTO POR EL VINO CANARIAS S.L.,14.0,75
Las Uvas de la Ira Vino de Pueblo,Daniel Gómez Jiménez-Landi Viticultor ,2015,51.15,Méntrida,Garnacha,Red,España,Castilla La Mancha,17.05,PIÑERO RODRIGUEZ S.L.,14.5,75
Buena Pinta,Ponce ,2016,28.80,Manchuela,"Moravia Agria, Garnacha",Red,España,Castilla La Mancha,9.60,COALLA LOGISTICA S.L.,12.5,75
Pie Franco,Bodegas y Viñedos Ponce,2015,31.50,Manchuela,Bobal,Red,España,Castilla La Mancha,10.50,Barcelonavinos,14.5,75
Las Uvas de la Ira,Daniel Gómez Jiménez-Landi Viticultor ,2015,36.60,Méntrida,Garnacha,Red,España,Castilla La Mancha,12.20,Vilaviniteca,14.5,75
La Xara,Ponce ,2018,33.00,Manchuela,Garnacha,Red,España,Castilla La Mancha,11.00,Wine Searcher,13.0,75
Depaula,Ponce ,2017,33.00,VT Castilla,Monastrell,Red,España,Castilla La Mancha,11.00,Wine Searcher,13.0,75
Arenisca Paraje Los Pilones,Isaac Cantalapiedra,2017,57.00,Toro,"Tinta de Toro, uva blanca",Red,España,Castilla y León,19.00,Wine Searcher,14.5,75
Rvfián Rvfete,MicroBio Wines,2016,60.00,VT Castilla y León,Rufete,Red,España,Castilla y León,20.00,Wine Searcher,13.2,75
Milú,Quinta Milú,2018,18.00,Ribera del Duero,Tinto Fino,Red,España,Castilla y León,6.00,Buena Uva,13.5,75
Bellavista,Quinta Milú,2016,38.61,Ribera del Duero,Tinto Fino,Red,España,Castilla y León,12.87,Buena Uva,14.0,75
Pago de Carraovejas,Pago de Carraovejas ,2016,71.25,Ribera del Duero,"Tinto Fino, Cabernet Sauvignon, Merlot",Red,España,Castilla y León,23.75,Buena Uva,14.5,75
El Anejón,Pago de Carraovejas ,2014,159.00,Ribera del Duero,"Tinto Fino, Merlot, Cabernet Sauvignon",Red,España,Castilla y León,53.00,Buena Uva,14.5,75
El Anejón,Pago de Carraovejas ,2012,159.00,Ribera del Duero,"Tinto Fino, Merlot, Cabernet Sauvignon",Red,España,Castilla y León,53.00,Buena Uva,14.5,75
Cuesta de las Liebres,Pago de Carraovejas ,2014,298.50,Ribera del Duero,Tinto Fino,Red,España,Castilla y León,99.50,Buena Uva,14.5,75
Cuesta de las Liebres,Pago de Carraovejas ,2012,231.75,Ribera del Duero,Tinto Fino,Red,España,Castilla y León,77.25,Buena Uva,14.5,75
El Anejón de la Cuesta de las Liebres,Pago de Carraovejas ,2009,262.50,Ribera del Duero,"Tinto Fino, Merlot, Cabernet Sauvignon",Red,España,Castilla y León,87.50,Buena Uva,14.5,75
Bellavista Ánfora,Quinta Milú,2016,42.90,Ribera del Duero,Tinto Fino,Red,España,Castilla y León,14.30,Buena Uva,14.0,75
Camino de la Frontera Tinto,DaTerra Viticultores,2017,34.50,Arribes de Duero,"Juan García, Mouratón, Negreda",Red,España,Castilla y León,11.50,Buena Uva,13.5,75
Vizcarra 50cl,Vizcarra ,2015,24.45,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,8.15,Vinófilos,,50
El Castro de Valtuille Selección,Castro Ventosa ,2017,31.50,Bierzo,Mencía,Red,España,Castilla y León,10.50,Piñero,,75
Losada,Losada Vinos de Finca ,2016,24.75,Bierzo,Mencía,Red,España,Castilla y León,8.25,EnoGastronómika,,75
Losada,Losada Vinos de Finca ,2015,24.75,Bierzo,Mencía,Red,España,Castilla y León,8.25,EnoGastronómika,,75
Altos de Losada,Losada Vinos de Finca ,2015,38.70,Bierzo,Mencía,Red,España,Castilla y León,12.90,EnoGastronómika,,75
VO Cobrana,Verónica Ortega ,2016,51.75,Bierzo,"Mencía, Doña Blanca, Palomino, Godello",Red,España,Castilla y León,17.25,Vinófilos,13.0,75
Quite,Verónica Ortega ,2018,39.00,Bierzo,Mencía,Red,España,Castilla y León,13.00,Wine Searcher,13.5,75
ROC,Verónica Ortega ,2016,72.00,Bierzo,Mencía,Red,España,Castilla y León,24.00,Wine Searcher,13.5,75
Villa de Corullón,Descendientes de J. Palacios ,2015,124.50,Bierzo,"Mencía, uva blanca",Red,España,Castilla y León,41.50,Piñero,,75
Villa de Corullón,Descendientes de J. Palacios ,2011,124.50,Bierzo,"Mencía, uva blanca",Red,España,Castilla y León,41.50,Piñero,,75
Art,Luna Beberide ,2013,49.50,Bierzo,Mencía,Red,España,Castilla y León,16.50,Media Relations,,75
Art,Luna Beberide ,2015,49.50,Bierzo,Mencía,Red,España,Castilla y León,16.50,Media Relations,,75
Paixar,Luna Beberide ,2011,66.00,Bierzo,Mencía,Red,España,Castilla y León,22.00,Media Relations,,75
Cénit,Viñas del Cénit ,2008,116.10,Tierra del Vino de Zamora,Tempranillo,Red,España,Castilla y León,38.70,El Gusto por el Vino,,75
Cénit,Viñas del Cénit ,2006,116.10,Tierra del Vino de Zamora,Tempranillo,Red,España,Castilla y León,38.70,El Gusto por el Vino,,75
Máquina & Tabla,Máquina & Tabla ,2018,58.05,Toro,"Tinta de Toro, Garnacha",Red,España,Castilla y León,19.35,Piñero,,75
Pintia,Bodegas y Viñedos Pintia,2013,90.99,Toro,Tinta de Toro,Red,España,Castilla y León,30.33,EnoGastronómika,,75
San Román,San Román Viñedos y Bodegas ,2012,0.00,Toro,Tinta de Toro,Red,España,Castilla y León,,,,75
Románico,Teso la Monja ,2016,23.85,Toro,Tinta de Toro,Red,España,Castilla y León,7.95,Piñero,,75
Románico,Teso la Monja ,2015,23.85,Toro,Tinta de Toro,Red,España,Castilla y León,7.95,Piñero,,75
Victorino,Teso la Monja ,2015,109.50,Toro,Tinta de Toro,Red,España,Castilla y León,36.50,Piñero,,75
Victorino,Teso la Monja ,2016,109.50,Toro,Tinta de Toro,Red,España,Castilla y León,36.50,Piñero,,75
Alabaster,Teso la Monja ,2013,359.85,Toro,Tinta de Toro,Red,España,Castilla y León,119.95,Piñero,,75
César Príncipe,César Príncipe ,2012,53.25,Cigales,Tempranillo,Red,España,Castilla y León,17.75,Vinófilos,,75
Antídoto,Antídoto ,2017,32.85,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,10.95,Vinófilos,,75
Antídoto,Antídoto ,2016,32.85,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,10.95,Vinófilos,,75
Tinto Figuero 12 Meses,García Figuero ,2016,0.00,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,,,,75
Vizcarra,Vizcarra ,2015,34.50,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,11.50,Vinófilos,,75
Vizcarra,Vizcarra ,2014,34.50,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,11.50,Vinófilos,,75
Condado de Oriza Reserva,Pagos del Rey,2013,41.25,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,13.75,Piñero,,75
Emilio Moro,Emilio Moro ,2016,45.60,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,15.20,El Gusto por el Vino,,75
Malleolus,Emilio Moro ,2016,77.70,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,25.90,El Gusto por el Vino,,75
Erial TF,Epifanio Rivera ,2015,56.85,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,18.95,Moliá Restauración,,75
Erial TF,Epifanio Rivera ,2014,56.85,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,18.95,Moliá Restauración,,75
Bosque de Matasnos,Bosque de Matasnos ,2016,61.50,Ribera del Duero,"Tempranillo, Merlot, Malbec, Garnacha",Red,España,Castilla y León,20.50,Piñero,,75
Aalto,Aalto ,2016,77.40,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,25.80,El Gusto por el Vino,,75
Dominio de Atauta,Dominio de Atauta ,2015,52.50,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,17.50,El Gusto por el Vino,,75
Dominio de Atauta,Dominio de Atauta ,2014,68.10,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,22.70,El Gusto por el Vino,,75
Atauta Dos Fincas,Dominio de Atauta ,2003,115.20,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,38.40,El Gusto por el Vino,,75
Valdegatiles,Dominio de Atauta ,2007,187.50,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,62.50,El Gusto por el Vino,,75
Llanos del Almendro,Dominio de Atauta ,2012,249.60,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,83.20,El Gusto por el Vino,,75
Pago de Carraovejas,Pago de Carraovejas ,2016,71.25,Ribera del Duero,"Tinta Fina, Cabernet Sauvignon, Merlot",Red,España,Castilla y León,23.75,Premium Drinks,,75
Viña Sastre ,Hermanos Sastre ,2015,32.97,Ribera del Duero,Tinta Fina,Red,España,Castilla y León,10.99,Pedro Jorge Cruz,,75
